is-edible,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-color,has-ring,ring-type,spore-print-color,habitat,season
False,8.1,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.4,10.8,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.12,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.08,11.74,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.95,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.61,12.64,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.39,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.39,13.23,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.81,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.24,10.8,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.2,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.41,12.4,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,7.55,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.61,9.25,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.75,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.1,11.9,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.8,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.31,13.84,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.13,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.56,11.02,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.19,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.51,11.07,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,10.17,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.66,12.97,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.51,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.41,11.56,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.15,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.36,11.99,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.2,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.39,10.44,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.37,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.54,11.7,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,10.48,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.09,11.08,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.87,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.18,11.19,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.11,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.58,11.34,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.18,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.35,11.39,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.18,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.83,11.96,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.79,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.99,11.79,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.58,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.06,10.94,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.19,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.92,12.62,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,10.58,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.73,12.91,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.03,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.88,10.43,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.02,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.34,9.74,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,11.29,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.87,12.41,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.64,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.2,10.53,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.37,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.48,10.29,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.22,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.61,12.83,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.5,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.67,10.64,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.76,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.39,13.6,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.61,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.9,11.31,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.72,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.19,12.4,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.46,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.47,11.18,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.8,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.15,12.77,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.14,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.68,8.86,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.65,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.69,9.94,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.32,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.28,10.91,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,6.85,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.6,12.55,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.42,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.9,9.67,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.66,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.53,11.35,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.18,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.84,11.08,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.4,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.38,11.87,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,7.8,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.0,11.32,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.44,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.36,10.53,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.0,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.77,13.06,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.26,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.04,11.63,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.48,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.9,11.16,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.47,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.92,12.2,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.23,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.96,10.93,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.5,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.27,12.83,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.32,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,11.31,12.23,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.58,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.5,11.87,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.19,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,11.14,12.36,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.61,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.93,12.94,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,7.32,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.48,11.41,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.29,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.17,11.92,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.19,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.96,12.91,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,8.36,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.18,11.64,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,7.64,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.38,11.15,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.28,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.0,12.75,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.28,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.0,12.02,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.25,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.57,10.44,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.08,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.17,10.59,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,6.55,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.71,11.8,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.35,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.67,11.25,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.35,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.75,10.14,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,8.86,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.08,11.29,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.12,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.29,11.72,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.52,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.91,10.53,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.96,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.96,11.97,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.27,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.93,11.62,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.06,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.08,10.86,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.6,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.74,10.58,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.63,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.72,11.46,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,7.53,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.28,12.02,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.41,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.65,12.15,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.52,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.43,11.59,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.96,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.25,13.96,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.78,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.68,14.45,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,7.56,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.38,9.18,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,10.46,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.79,12.13,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.03,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.47,12.79,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.25,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.79,11.2,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.61,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,11.05,13.37,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.75,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.64,11.08,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.35,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.06,12.0,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.65,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.44,9.95,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.67,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,8.76,8.64,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.46,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.36,12.74,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.79,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.81,10.91,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,10.23,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.06,11.68,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,7.01,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.76,11.56,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.82,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.19,11.24,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.12,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.73,13.48,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.75,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.66,14.73,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.63,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.49,12.0,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.01,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.19,11.97,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.52,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.05,10.61,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.64,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.57,10.64,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.39,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.43,10.58,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,6.93,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.51,9.88,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.05,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.32,11.54,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.31,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.86,12.69,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,10.94,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.04,13.29,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.97,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.37,13.52,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.96,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,8.65,9.94,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,8.79,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.74,12.38,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.78,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.88,11.38,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.7,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.46,9.92,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.87,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.2,11.46,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.27,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.57,11.81,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.62,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.96,10.9,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,10.17,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.46,12.25,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,8.4,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.74,9.69,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.98,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.65,12.92,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.44,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.1,10.59,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,10.06,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.32,10.2,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.35,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.82,13.0,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.21,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.06,12.79,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,9.43,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.61,9.88,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.54,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.47,9.99,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,8.45,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.5,13.14,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,10.31,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.05,11.48,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.82,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.07,11.55,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.39,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,11.11,11.82,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.85,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.34,10.62,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,10.88,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.96,13.82,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.93,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.03,11.42,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.24,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.36,10.82,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.42,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.56,12.29,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,7.83,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.79,11.2,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,7.88,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.55,9.6,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,11.29,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,11.34,13.91,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,10.55,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.86,12.1,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,11.16,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.2,11.91,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,9.28,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.66,12.66,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.87,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.31,12.35,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.99,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.37,12.04,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,8.91,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,9.69,11.56,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,7.08,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.3,11.25,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.65,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.48,12.34,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,7.31,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,10.11,12.16,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.28,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.81,11.93,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,8.29,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.22,10.16,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.57,2.0,5.548087818696884,10.0,False,6.0,0.0,10.0,8.98,10.5,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,2.0
False,9.6,6.0,5.548087818696884,10.0,False,6.0,0.0,10.0,11.3,12.78,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,0.0
False,7.7,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,10.87,11.68,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,7.63,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,8.93,9.66,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
False,8.68,2.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.99,10.8,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,9.75,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.6,11.32,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,0.0,2.0
False,8.26,6.0,5.548087818696884,5.0,False,6.0,0.0,10.0,9.57,11.8,3.0,3.0,11.0,3.6413058141103467,0.0,1.0,2.6564368901479383,2.0,0.0
